#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-05-10T19:03:50 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-05-10T19:03:51	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.add=_1&-c.r=  2&-c.geom=r&-source=I/352/gedr3dis&-order=I&-out.orig=standard&-out=Source&-out=RA_ICRS&-out=DE_ICRS&-out=rgeo&-out=b_rgeo&-out=B_rgeo&-out=rpgeo&-out=b_rpgeo&-out=B_rpgeo&-out=Flag&-out.max=unlimited&-c.eq=J2000&-c.u=arcmin&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable
#INFO	header_format=mini	
#INFO	header_format=mini	

#RESOURCE=yCat_1352
#Name: I/352
#Title: Distances to 1.47 billion stars in Gaia EDR3 (Bailer-Jones+, 2021)
#INFO	ivoid=ivo://cds.vizier/i/352	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/352	    IVOID of underlying data collection
#INFO	creator=Bailer-Jones C.A.L.	    First author or institution
#INFO	cites=bibcode:2021AJ....161..147B	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2021	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/352	    Dataset landing page
#INFO	publication_date=2024-01-08	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2016.000:	ICRS
#Table	I_352_gedr3dis:
#Name: I/352/gedr3dis
#Title: Estimating distances from parallaxes (1467744818 sources)
#Column	_1	(A40)	The original question (from your input file)	[ucd=meta.id]
#Column	Source	(I19)	Source identifier, identical to the Gaia-EDR3 source_id (id)	[ucd=meta.id;meta.main]
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2016.0 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2016.0 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	rgeo	(F15.8)	? Median of the geometric distance posterior (r_med_geo)	[ucd=pos.distance;stat.mean]
#Column	b_rgeo	(F14.8)	? 16th percentile of the geometric distance posterior (r_lo_geo)	[ucd=pos.distance;stat.min]
#Column	B_rgeo	(F14.8)	? 84th percentile of the geometric distance posterior (r_hi_geo)	[ucd=pos.distance;stat.max]
#Column	rpgeo	(F15.8)	? Median of the photogeometric distance posterior (r_med_photogeo)	[ucd=pos.distance;stat.mean]
#Column	b_rpgeo	(F14.8)	? 16th percentile of the photogeometric distance posterior (r_lo_photogeo)	[ucd=pos.distance;stat.min]
#Column	B_rpgeo	(F14.8)	? 84th percentile of the photogeometric distance posterior (r_hi_photogeo)	[ucd=pos.distance;stat.max]
#Column	Flag	(I5)	Flag (flag) (1)	[ucd=meta.code]
_1	Source	RA_ICRS	DE_ICRS	rgeo	b_rgeo	B_rgeo	rpgeo	b_rpgeo	B_rpgeo	Flag
HD 198149                               	2195117004272325376	311.36246411740	+61.84687788298	  3500.82227000	 2086.84473000	 5550.42285000	  4542.62549000	 3898.15820000	 5281.21631000	10033
HD 198149                               	2195117004276304384	311.35609817958	+61.85234628983	  4984.61182000	 3728.72583000	 6818.65430000	  4323.88428000	 3227.94409000	 5580.44971000	10033
HD 198149                               	2195117038631812736	311.32678209891	+61.85182927113	   971.07598900	  945.69213900	  995.47399900	   958.70001200	  933.89239500	  984.47045900	10033
HD 198149                               	2195117038634349056	311.33555464208	+61.85151750140	   242.00538600	  235.07055700	  249.80323800	   239.90153500	  231.79525800	  247.86799600	10033
HD 198149                               	2195117038635208064	311.31426852565	+61.84880581447	   511.01638800	  460.51550300	  563.11908000	   520.36291500	  469.96304300	  594.44439700	10033
HD 198149                               	2195117038636040320	311.32903282132	+61.85608236624	  2472.20752000	 1656.96643000	 6932.44287000	  2102.72144000	 1827.85803000	 2371.42163000	11033
HD 198149                               	2195117038636086656	311.31689980742	+61.84827664431	  5897.07520000	 4051.46094000	 7942.15479000	  4666.16846000	 3972.26807000	 6077.46191000	10033
HD 198149                               	2195117068698780800	311.34577318179	+61.86567369825	  3018.96875000	 2131.78735000	 4289.41406000	  2370.45312000	 2070.23560000	 2757.51489000	10033
HD 198149                               	2195117072992293248	311.33716473290	+61.85795157833	  3107.37207000	 1812.31555000	 4888.23926000	  9994.40332000	 8285.40039000	12496.27050000	10033
HD 198149                               	2195117072995779456	311.34389262589	+61.86133433501	  1798.53271000	 1378.58789000	 2664.70312000	  1554.96204000	 1387.63257000	 1687.47534000	10033
HD 198149                               	2195117107351541760	311.38340482048	+61.85292929221	  1857.66919000	 1169.11182000	 3124.50366000	  3042.36401000	 2715.60938000	 3347.18188000	10033
HD 198149                               	2195162354833945728	311.25897316693	+61.83437983267	  2875.74927000	 2235.34570000	 3642.82397000	  2612.44141000	 2244.25732000	 3139.25464000	10033
HD 198149                               	2195162354833945984	311.26355118782	+61.83415229583	  4665.91553000	 3345.72168000	 6941.74756000	  6020.00732000	 2571.26831000	 8076.61963000	10133
HD 198149                               	2195162354833946112	311.26399791278	+61.82739879686	  3466.37744000	 2189.35278000	 4854.29150000	  1337.16321000	 1202.39917000	 1448.58191000	10033
HD 198149                               	2195162354833946368	311.26495397856	+61.82394706454	  2186.64868000	 1766.49414000	 2794.62915000	  1810.46045000	 1632.51270000	 2049.57202000	10033
HD 198149                               	2195162359126718208	311.27020383582	+61.82575724746	  4315.31201000	 2586.38232000	 7036.65283000	  2734.14819000	 2420.22974000	 4282.29150000	10033
HD 198149                               	2195162359129243392	311.25928710739	+61.82585362222	  2731.48828000	 1297.07312000	 5133.78955000	  5202.84619000	 4659.23682000	 6059.23096000	10033
HD 198149                               	2195162427846192256	311.25339179054	+61.83562692683	  3901.99292000	 2835.34253000	 5940.08691000	  3055.01831000	 2610.72925000	 4016.39771000	10033
HD 198149                               	2195162462205931008	311.25947502275	+61.83724710999	  2085.58374000	 1546.46899000	 2924.56274000	  1978.11682000	 1755.61792000	 2176.84180000	10133
HD 198149                               	2195162462206177536	311.28860247237	+61.83427273960	  3052.74341000	 1761.05701000	 5297.56982000	  5863.17285000	 5098.68896000	 6794.78516000	10033
HD 198149                               	2195162462206669824	311.26261171950	+61.83999566473	  2519.73657000	 1595.19531000	 4451.99414000	  2689.81714000	 2425.39917000	 2981.99243000	10033
HD 198149                               	2195162462208694144	311.26018840616	+61.83883697874	  2352.84717000	 1448.99963000	 3419.16699000	  2498.59253000	 2174.61108000	 2874.94629000	20033
HD 198149                               	2195162462210085504	311.25876184957	+61.83727999303	  4432.98389000	 1738.27612000	 6423.55127000	               	              	              	10099
HD 198149                               	2195162462210851200	311.27885187333	+61.82795905614	  2088.50269000	 1077.10364000	 3830.50684000	  7144.42285000	 6298.34229000	 8241.63477000	20033
HD 198149                               	2195162496565670400	311.29558046615	+61.85366856234	  6393.41504000	 4930.66943000	 8042.69434000	  4559.26465000	 3553.89990000	 5527.09473000	10033
HD 198149                               	2195162496570589952	311.30862411169	+61.84825094907	  4186.84521000	 2971.36523000	 6709.22607000	  4852.03955000	 3961.10840000	 6082.54932000	10033
HD 198149                               	2195162526632638080	311.26420079889	+61.85163329787	  4344.95264000	 3022.54102000	 6424.43506000	  2398.36523000	 2195.67578000	 2681.45020000	10033
HD 198149                               	2195162530925407232	311.26355774780	+61.84433045274	  3693.56152000	 2423.58374000	 6226.58301000	  2045.81189000	 1807.28149000	 2258.74707000	10033
HD 198149                               	2195162530929562112	311.26314153168	+61.84722367095	  1328.09668000	  921.88470500	 1938.51135000	  4845.93457000	 4161.32520000	 5722.34863000	10033
HD 198149                               	2195162530930832256	311.25512595151	+61.84290954045	  1284.73926000	 1194.57886000	 1387.41931000	  1250.46924000	 1188.30334000	 1334.76123000	10033
HD 198149                               	2195162565285144832	311.27884265797	+61.85864019798	  4030.13403000	 1656.76965000	 6495.48877000	  2130.02466000	 1868.08093000	 2403.81348000	11033
HD 198149                               	2195162565285528960	311.27141181095	+61.85715438584	  2824.08081000	 1735.41614000	 4080.38232000	  5112.91992000	 4521.31201000	 5872.86182000	10033
HD 198149                               	2195162565289424000	311.28460074777	+61.85734199963	  3482.86304000	 2919.83057000	 4538.68457000	  3030.94653000	 2486.02124000	 4086.48291000	10033
HD 198149                               	2195163969741651072	311.30091355525	+61.86686424030	  1626.01538000	  903.10217300	 2606.81860000	  2135.08350000	 1844.57837000	 2425.75977000	10033
HD 198149                               	2195163974034420096	311.30129161093	+61.86033708600	  3115.76978000	 1932.62683000	 5160.04639000	  5480.52393000	 4578.75146000	 6649.18896000	10033
HD 198149                               	2195163974034420352	311.30333547886	+61.85756212211	  1643.19910000	  846.24560500	 2780.36304000	  4853.94482000	 4228.63623000	 5695.29004000	10033
HD 198149                               	2195163974034664320	311.31370039061	+61.86024489014	  2652.34595000	 1552.34021000	 3823.80688000	  2364.51050000	 2095.63550000	 2646.39771000	10033
HD 198149                               	2195163974035161472	311.31447256417	+61.86433280694	  4586.94678000	 3086.75562000	 7252.97314000	  4681.70996000	 4115.47754000	 5631.45947000	10033
HD 198149                               	2195163974037157504	311.31235839087	+61.85200842455	  1769.80774000	 1504.06433000	 2074.74854000	  2069.39868000	 1807.43005000	 2473.87720000	10033
HD 198149                               	2195163974038573824	311.29998138279	+61.85961089654	  1991.91260000	 1714.98303000	 2286.43091000	  1535.31787000	 1434.55078000	 1647.65698000	10033
HD 198149                               	2195164008394400512	311.32116946666	+61.87206286003	  1370.19214000	  981.99200400	 2056.84448000	  1410.22583000	 1206.35779000	 1595.25391000	10033
HD 198149                               	2195164008394400768	311.31825935970	+61.86832533474	  4121.11377000	 2690.03418000	 5706.05371000	  4062.13208000	 3572.38452000	 4849.18408000	10033
HD 198149                               	2195164008394401280	311.32172845954	+61.86774686310	  2280.39673000	 1705.58972000	 3005.56543000	  1654.29272000	 1508.49744000	 1822.98767000	10033
HD 198149                               	2195164008394403072	311.33358191153	+61.86945868969	  2465.06372000	 1489.19641000	 4217.72803000	  5040.66992000	 4444.53271000	 6005.48877000	10033
HD 198149                               	2195164008395316352	311.31894478568	+61.87017706740	  3476.54932000	 1931.94714000	 5335.71973000	               	              	              	20099
HD 198149                               	2195164008396221824	311.32370188906	+61.86760385722	   728.21655300	  442.72403000	 1899.79919000	  1107.25391000	  498.91665600	 2184.58032000	20033
HD 198149                               	2195164008398388736	311.33720279383	+61.87128184401	  1138.55750000	  996.50079300	 1302.30664000	  1173.22131000	 1057.84680000	 1324.86536000	10033
HD 198149                               	2195164008399605632	311.31859720788	+61.86967171769	  3523.58325000	 2369.27246000	 5403.21631000	  3736.68579000	 3133.85498000	 4285.25684000	10033
HD 198149                               	2195164042753894784	311.28862025456	+61.86517122992	  2617.80811000	 1459.15906000	 4326.67529000	  2881.57251000	 2537.46069000	 3233.56860000	10033
HD 198149                               	2195164042754136704	311.29478568704	+61.86871684138	  3268.03467000	 2030.27710000	 5312.45410000	  3661.86450000	 3259.67896000	 4201.42285000	10033
HD 198149                               	2195164042756432128	311.29618444232	+61.86611671693	   544.01959200	  324.07568400	 1064.25977000	  3185.18750000	 2824.96289000	 3590.98853000	20033

HD 201251                               	2165215300222773888	316.66267799369	+47.61749149849	  2874.17822000	 2709.99756000	 3037.30176000	  2804.43530000	 2623.29541000	 2978.08350000	10033
HD 201251                               	2165215300232389120	316.66060939980	+47.61661767935	  3544.46240000	 2511.73267000	 4751.93701000	  3984.49780000	 2942.68384000	 5753.96289000	10033
HD 201251                               	2165215300232389504	316.66250374824	+47.62289140899	  3136.91919000	 2381.08398000	 4076.27344000	  2950.70435000	 2199.12183000	 3894.44800000	10033
HD 201251                               	2165215300232389760	316.66455947007	+47.62330729334	  4802.42480000	 3589.66919000	 6340.92529000	  3974.14502000	 3109.22656000	 5751.77051000	10033
HD 201251                               	2165215304539456384	316.65153656920	+47.61582046125	  2789.56177000	 1700.31958000	 4544.85449000	  4020.16748000	 3294.11084000	 6092.22705000	10033
HD 201251                               	2165215304539465088	316.65291951308	+47.61654099969	  1003.56427000	  649.55859400	 1769.33203000	  4732.64453000	 3966.15552000	 5836.21484000	10033
HD 201251                               	2165215304539507328	316.65779396499	+47.62141566106	  4407.51123000	 3019.46411000	 6444.56592000	  5093.74316000	 3958.88306000	 6817.01270000	10033
HD 201251                               	2165215304539512832	316.65928775305	+47.62002564753	  3505.63721000	 2010.78906000	 5404.97607000	  4344.05078000	 3301.39380000	 5884.62646000	10033
HD 201251                               	2165215304539522560	316.66025575155	+47.62208730538	  3789.18579000	 2051.58057000	 5835.57715000	  4119.51807000	 3220.44189000	 5889.79053000	10033
HD 201251                               	2165215304539537408	316.66302812513	+47.62129973844	  3497.93872000	 2068.53320000	 5272.66895000	  4005.19775000	 2761.43848000	 6394.67822000	10033
HD 201251                               	2165215304539568000	316.67026420693	+47.61888457833	  3135.07324000	 1900.25098000	 6182.72070000	  5775.51855000	 4843.00391000	 7113.71436000	20033
HD 201251                               	2165215304542625920	316.66810281669	+47.62092338636	  2620.31616000	 1456.24927000	 4077.09424000	               	              	              	10099
HD 201251                               	2165215304542626048	316.66361713048	+47.62287170065	  3813.76050000	 1932.20935000	 7021.33398000	  4504.41650000	 3604.70703000	 5902.41406000	10033
HD 201251                               	2165215304548697344	316.65455922826	+47.61842103969	  3153.12598000	 2659.64746000	 3815.62183000	  2931.85742000	 2529.12427000	 3419.62280000	10033
HD 201251                               	2165215304548704512	316.65679617450	+47.62020898233	  1860.54016000	 1743.93054000	 1988.06519000	  1841.34656000	 1733.59521000	 1979.50049000	10033
HD 201251                               	2165215304548710912	316.66052858500	+47.62307813096	  2383.01514000	 2175.57446000	 2590.40381000	  2316.35205000	 2116.65454000	 2559.65503000	10033
HD 201251                               	2165215304548714752	316.66192795947	+47.62566027479	  3460.76538000	 2308.14136000	 4634.76172000	  2925.54834000	 2287.16138000	 4068.34985000	10033
HD 201251                               	2165215304548716800	316.66828033996	+47.61755514652	  2685.32178000	 2396.28003000	 3130.05029000	  2607.35547000	 2361.06812000	 2919.92114000	10033
HD 201251                               	2165215304548719232	316.66805426082	+47.62045379461	  6952.51562000	 6020.24707000	 8611.00781000	  6594.66211000	 5805.57373000	 7730.89893000	10033
HD 201251                               	2165215373259285632	316.69102002362	+47.63010964976	  3552.63208000	 1850.54407000	 5696.43945000	  6763.96680000	 5730.45752000	 8384.54297000	20033
HD 201251                               	2165215403311606400	316.67511809940	+47.62804828078	  4533.59229000	 3370.61597000	 6345.96729000	  3689.89160000	 2780.38623000	 4850.74609000	10033
HD 201251                               	2165215403311606528	316.67513445035	+47.62333698292	  5241.87988000	 3921.52954000	 6924.43066000	  4552.61035000	 3600.54077000	 5527.79492000	10033
HD 201251                               	2165215403311606656	316.67508754665	+47.63814382431	  4323.06592000	 3821.56299000	 5352.16504000	  3971.43018000	 3447.55420000	 4838.74561000	10033
HD 201251                               	2165215403311607168	316.67730387290	+47.63010292927	  4502.79150000	 3169.08740000	 6246.59326000	  3929.21265000	 3020.28223000	 5282.81738000	10033
HD 201251                               	2165215403311607808	316.67908630544	+47.62547363083	  4950.79883000	 3544.75073000	 7281.83398000	  4146.16064000	 3137.32568000	 5202.72168000	10033
HD 201251                               	2165215403311610240	316.68533659716	+47.62568305111	  4702.75586000	 3630.16870000	 6336.96436000	  4449.80273000	 3338.17285000	 5540.10254000	10033
HD 201251                               	2165215407618783232	316.66767433629	+47.62397064796	  4878.46240000	 2543.03101000	 6878.26318000	  4682.72949000	 3626.74463000	 6081.63428000	20033
HD 201251                               	2165215407618786944	316.67064305951	+47.61956015106	  2816.98779000	 1622.24951000	 4391.55859000	  5593.02686000	 2882.91846000	 7342.44678000	20133
HD 201251                               	2165215407618803968	316.67020553069	+47.62596092748	  2988.43872000	 1794.77625000	 4527.48877000	  5550.57373000	 4356.92334000	 7182.10010000	20033
HD 201251                               	2165215407618806016	316.67217355702	+47.62390391446	  4140.71777000	 2214.42310000	 7462.47070000	  5620.47900000	 3356.09204000	 7726.81738000	10133
HD 201251                               	2165215407618806144	316.67183391625	+47.62425724919	  3884.30737000	 1969.32275000	 5916.56055000	  3901.44360000	 2750.05103000	 5964.62207000	10033
HD 201251                               	2165215407618809344	316.67446947529	+47.62030260900	  4940.48486000	 3574.85034000	 6782.55176000	  4701.56592000	 3440.78320000	 5980.49316000	10033
HD 201251                               	2165215407618810752	316.67208527151	+47.62542247884	  3063.47607000	 1809.38269000	 4604.16943000	  4804.84668000	 1749.00623000	 6902.42432000	20133
HD 201251                               	2165215407618814336	316.67275528015	+47.62490020243	  3345.53711000	 1862.24536000	 5336.26660000	  4158.62256000	 2274.60498000	 6776.25830000	20133
HD 201251                               	2165215407618827136	316.67664224964	+47.62122442161	  1737.93579000	 1472.46118000	 2107.24780000	  1958.07275000	 1727.91699000	 2235.94873000	10033
HD 201251                               	2165215407618837760	316.67717175236	+47.62316529997	  4458.21338000	 2459.06421000	 6434.70947000	  5441.99658000	 4464.05371000	 7112.27783000	20033
HD 201251                               	2165215407618839936	316.67647117241	+47.62530388597	   244.86006200	  220.69213900	  279.41040000	               	              	              	10099
HD 201251                               	2165215407618840064	316.67650239355	+47.62506995022	  6120.23438000	 3822.75659000	 8817.73438000	               	              	              	10099
HD 201251                               	2165215407618843520	316.67209080958	+47.63468094858	  3095.67847000	 1760.39038000	 4545.41943000	  4189.26074000	 1835.89441000	 6199.79346000	10133
HD 201251                               	2165215407618845824	316.67548409122	+47.62915881209	  3538.03223000	 2172.54028000	 5028.68359000	  3648.22168000	 2673.45410000	 5246.71143000	10033
HD 201251                               	2165215407618849792	316.67797688600	+47.62588231132	  3287.39185000	 1998.65955000	 5377.44482000	  4645.16553000	 3773.22192000	 6066.28516000	20033
HD 201251                               	2165215407618858752	316.67452405727	+47.63465394229	  4061.54541000	 2505.03125000	 6981.94727000	  4011.09619000	 2684.49390000	 5930.91846000	10033
HD 201251                               	2165215407618860800	316.67567276866	+47.63320758147	  4409.04932000	 3303.54102000	 6889.47168000	  3940.53784000	 2819.69116000	 5092.75928000	10033
HD 201251                               	2165215407618867456	316.67920566608	+47.62890400723	  2087.48193000	 1637.20581000	 3175.48438000	               	              	              	10099
HD 201251                               	2165215407618878208	316.67807939094	+47.63360934350	  3527.38696000	 2466.09497000	 5012.53223000	  3457.79785000	 2568.44043000	 4934.75391000	10033
HD 201251                               	2165215407618881536	316.68229064256	+47.62688732589	  2778.42529000	 1728.00195000	 4252.62207000	  2648.80103000	 2022.63135000	 5348.16260000	10033
HD 201251                               	2165215407618892288	316.67971853575	+47.63518586832	  3223.47974000	 2435.72754000	 4505.15234000	  3151.01904000	 2368.52295000	 6029.00781000	10033
HD 201251                               	2165215407618892416	316.67930119436	+47.63570354571	  2365.13306000	 1069.89661000	 3635.29980000	  1610.71997000	 1209.71387000	 5256.55176000	10133
HD 201251                               	2165215407618898944	316.68394545834	+47.62949166881	  3785.96313000	 2695.45312000	 5739.52588000	  3387.86060000	 2651.44385000	 4865.53857000	10033
HD 201251                               	2165215407618901504	316.68407151096	+47.63013431484	  4819.04395000	 2719.25684000	 6976.00049000	  5569.36572000	 4647.66455000	 6799.26270000	10033
HD 201251                               	2165215407621842560	316.67027732593	+47.62674743426	  3774.68457000	 2248.14160000	 5445.05078000	  6922.10107000	 5709.91406000	 9475.41602000	20033
HD 201251                               	2165215407627934848	316.66584424837	+47.62616124638	  2091.82690000	 1436.62231000	 3246.62231000	  3402.93677000	 2749.05664000	 4252.12695000	10033
HD 201251                               	2165215407627936896	316.66848242111	+47.62467726725	  4326.20605000	 2962.89404000	 5832.82275000	  4321.26904000	 2831.88281000	 6578.78613000	10033
HD 201251                               	2165215407627942528	316.67081951547	+47.62739624621	  4211.53662000	 3145.57007000	 5691.37109000	  4157.16748000	 2624.98218000	 5396.92969000	10033
HD 201251                               	2165215407627944960	316.67472418787	+47.62310196025	  2563.61255000	 1590.83289000	 3965.74414000	               	              	              	20099
HD 201251                               	2165215407627949696	316.67664371220	+47.62542587827	  2892.36548000	 1772.18921000	 7122.47021000	  1895.56677000	  982.97839400	 3005.58154000	11033
HD 201251                               	2165215407627956224	316.67989849120	+47.62922249633	  1761.42542000	 1677.23840000	 1843.36987000	  1732.79089000	 1672.71851000	 1814.74670000	10033
HD 201251                               	2165215407628574592	316.66847437681	+47.63073088600	  2998.27490000	 2573.32056000	 3810.63257000	  2778.39038000	 2395.77246000	 3354.18408000	10033
HD 201251                               	2165215407629814528	316.68207626564	+47.62892989451	  4035.71997000	 2305.55078000	 5870.22656000	  3681.13208000	 2962.80127000	 5305.69531000	10033
HD 201251                               	2165215437671349632	316.68976327771	+47.63615907519	  3973.22412000	 3345.27686000	 4651.84570000	  3608.03687000	 3098.89990000	 4176.63232000	10033
HD 201251                               	2165215437671351936	316.69478171196	+47.63641165109	  3063.81348000	 2722.60034000	 3585.68066000	  2956.67505000	 2665.30103000	 3366.62817000	10033
HD 201251                               	2165215437671352704	316.69665195489	+47.64109477051	  4484.15869000	 3479.29077000	 5811.58057000	  4108.25635000	 3407.26099000	 5161.71289000	10033
HD 201251                               	2165215441978648832	316.68360357392	+47.63385118727	  3027.18433000	 2409.01440000	 4013.65698000	  3056.82227000	 2419.28613000	 3979.96802000	10033
HD 201251                               	2165215441978653696	316.68142555475	+47.64086949054	  5782.04932000	 3888.73267000	 8326.97266000	               	              	              	10099
HD 201251                               	2165215441978653824	316.68129534576	+47.64007638972	  3581.05933000	 2248.69580000	 5536.34131000	               	              	              	10099
HD 201251                               	2165215441978656896	316.68291309376	+47.63791390170	  1508.56238000	 1255.46863000	 1923.72339000	  1452.54199000	 1144.91785000	 1894.53040000	10033
HD 201251                               	2165215441978657024	316.68461581756	+47.63472582151	  4187.24707000	 2466.68042000	 6231.57666000	  4064.51392000	 3432.03613000	 5707.97070000	10033
HD 201251                               	2165215441978657408	316.68418692688	+47.63560058054	  3641.27710000	 2185.44800000	 6149.89111000	  5711.91113000	 3819.53369000	 7116.97021000	10033
HD 201251                               	2165215441978661760	316.68442595760	+47.63625541952	  3175.09204000	 1757.12451000	 5561.56787000	  4861.41553000	 2618.20776000	 6625.74609000	20133
HD 201251                               	2165215441978664448	316.68384676546	+47.63939174122	  3996.81250000	 2836.50879000	 6061.16553000	               	              	              	10099
HD 201251                               	2165215441978669952	316.68302479746	+47.64142338147	  3511.75220000	 2553.52661000	 5507.79932000	  2874.62622000	 2172.36304000	 3649.87866000	10033
HD 201251                               	2165215441978755328	316.68423558703	+47.64092343729	  4854.44629000	 3273.59033000	 7221.33057000	  4052.69849000	 3060.90088000	 5208.05859000	10033
HD 201251                               	2165215441978760960	316.68269023996	+47.64578677205	  2214.37329000	 1534.95764000	 3452.41357000	  3477.18945000	 2660.02246000	 5677.30615000	10033
HD 201251                               	2165215441978764032	316.68571692850	+47.64076032377	  3059.62915000	 1507.02930000	 6001.16699000	  4324.52881000	 2552.87793000	 6623.83008000	10033
HD 201251                               	2165215441978766080	316.69101435358	+47.63149871817	  1547.38611000	  986.71984900	 2300.06812000	  2359.85596000	 1919.22729000	 3930.28784000	10033
HD 201251                               	2165215441978782080	316.68553951026	+47.64819952728	  2171.18750000	 1199.01721000	 4716.89746000	  2748.85205000	 2030.53638000	 4000.97607000	10033
HD 201251                               	2165215441978782208	316.68500385705	+47.64795114881	  3851.04932000	 2448.39307000	 5733.92822000	               	              	              	20099
HD 201251                               	2165215441978782336	316.68950439584	+47.63933849934	  4223.49219000	 2514.86157000	 6460.88330000	  5302.37305000	 2892.05396000	 6788.97070000	10033
HD 201251                               	2165215441978783232	316.69030903140	+47.63829141534	  4127.30713000	 2846.86328000	 5651.03809000	  4784.11914000	 3824.09424000	 6005.26318000	10033
HD 201251                               	2165215441978785536	316.69183987284	+47.63648590894	  3711.86572000	 2010.34460000	 5523.82861000	  3810.36963000	 2052.26099000	 6240.81982000	10133
HD 201251                               	2165215441978785664	316.68751863815	+47.64475629441	  5252.41748000	 3784.88208000	 6797.26562000	  5198.23145000	 3593.85425000	 7073.87256000	10033
HD 201251                               	2165215441978791936	316.69103370229	+47.63994942203	  5156.92627000	 3121.15015000	 7581.74072000	  4348.28076000	 2185.37378000	 5897.35986000	10133
HD 201251                               	2165215441978792960	316.68668195541	+47.64864405524	  4444.83643000	 2847.73071000	 6955.31689000	  4140.62744000	 2947.65381000	 6895.13623000	10033
HD 201251                               	2165215441978793856	316.68956620272	+47.64334247188	  3488.94238000	 2168.32861000	 5530.42627000	  5739.08252000	 4175.54785000	 8113.64502000	20033
HD 201251                               	2165215441978805376	316.69499754771	+47.63706700079	  4867.21826000	 3575.16553000	 6687.21826000	  3627.83325000	 2578.98877000	 5059.68311000	10033
HD 201251                               	2165215441978810368	316.69123510035	+47.64617921383	  2964.11060000	 1941.92859000	 4528.41797000	  4180.71875000	 2764.68433000	 5994.55762000	10033
HD 201251                               	2165215441978810752	316.69069576148	+47.64737934836	  4390.99316000	 2706.42285000	 6239.21631000	  4212.79932000	 3437.67944000	 5688.98584000	10033
HD 201251                               	2165215441978812800	316.69220979152	+47.64546461376	  3083.27295000	 1870.53674000	 4623.36963000	  2858.17773000	 2215.53931000	 4138.71094000	10033
HD 201251                               	2165215441978814976	316.69519193301	+47.64083461806	  2260.30273000	 1460.70557000	 4065.95288000	  3415.45459000	 2659.63696000	 4286.46533000	10033
HD 201251                               	2165215441978828288	316.69784515315	+47.64058031866	  2547.21460000	 1521.52100000	 3845.13477000	  3399.73853000	 2807.72266000	 4720.61963000	10033
HD 201251                               	2165215441987703680	316.68167913839	+47.63572685266	  1419.56165000	 1363.32483000	 1481.74036000	  1429.64148000	 1375.11072000	 1490.84143000	10033
HD 201251                               	2165215441987704960	316.67902867454	+47.64220337049	   695.34613000	  688.44903600	  703.10302700	   698.15484600	  691.10668900	  705.14605700	10033
HD 201251                               	2165215441987709184	316.68374595864	+47.63891102459	  3309.41821000	 2860.79761000	 4049.86255000	  2973.09229000	 2621.66455000	 3392.82129000	10033
HD 201251                               	2165215441987710720	316.68536119234	+47.63758991737	  2843.10132000	 1914.71997000	 4017.69678000	  3756.52026000	 2677.98779000	 5445.07666000	10033
HD 201251                               	2165215441987715456	316.68949387235	+47.63379644343	  2794.28027000	 2409.70532000	 3422.69434000	  2695.86450000	 2361.20532000	 3146.06567000	10033
HD 201251                               	2165215441987720320	316.68946344238	+47.64219468426	  2843.03931000	 2506.12695000	 3345.26001000	  2810.57349000	 2523.91357000	 3199.24023000	10033
HD 201251                               	2165215441987722112	316.69472066278	+47.63480526351	  2385.97046000	 2203.46143000	 2540.14233000	  2338.76050000	 2186.40576000	 2516.05396000	10033
HD 201251                               	2165215441987723392	316.68885161210	+47.64727235556	  2107.79785000	 1910.92175000	 2308.71094000	  2106.38281000	 1876.38391000	 2372.04907000	10033
HD 201251                               	2165215441987728384	316.69495815257	+47.64510880739	  5905.26953000	 5082.55029000	 6806.57715000	  5225.19629000	 4650.71924000	 5973.91260000	10033
HD 201251                               	2165215441989552768	316.68502901716	+47.63101385906	  5039.34082000	 3128.06006000	 7606.65332000	  3310.52222000	 2226.58179000	 4500.29785000	10033
HD 201251                               	2165215441989554560	316.68164868641	+47.64042228957	  7220.05225000	 5576.41797000	 9787.38281000	  4994.01611000	 4074.89771000	 6190.25684000	10033
HD 201251                               	2165217915883037824	316.61410918094	+47.62578794600	  3770.78540000	 2079.06860000	 8189.86133000	  4302.94824000	 3286.39062000	 5777.73242000	10033
